Id,pclass,survived,name
521,2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")"
522,2,1,"Nye, Mrs. (Elizabeth Ramell)"
523,2,0,"Otter, Mr. Richard"
524,2,1,"Oxenham, Mr. Percy Thomas"
525,2,1,"Padro y Manent, Mr. Julian"
526,2,0,"Pain, Dr. Alfred"
527,2,1,"Pallas y Castello, Mr. Emilio"
528,2,0,"Parker, Mr. Clifford Richard"
529,2,0,"Parkes, Mr. Francis ""Frank"""
530,2,1,"Parrish, Mrs. (Lutie Davis)"
531,2,0,"Pengelly, Mr. Frederick William"
532,2,0,"Pernot, Mr. Rene"
533,2,0,"Peruschitz, Rev. Joseph Maria"
534,2,1,"Phillips, Miss. Alice Frances Louisa"
535,2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")"
536,2,0,"Phillips, Mr. Escott Robert"
537,2,1,"Pinsky, Mrs. (Rosa)"
538,2,0,"Ponesell, Mr. Martin"
539,2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe"
540,2,0,"Pulbaum, Mr. Franz"
541,2,1,"Quick, Miss. Phyllis May"
542,2,1,"Quick, Miss. Winifred Vera"
543,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)"
544,2,0,"Reeves, Mr. David"
545,2,0,"Renouf, Mr. Peter Henry"
546,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)"
547,2,1,"Reynaldo, Ms. Encarnacion"
548,2,0,"Richard, Mr. Emile"
549,2,1,"Richards, Master. George Sibley"
550,2,1,"Richards, Master. William Rowe"
551,2,1,"Richards, Mrs. Sidney (Emily Hocking)"
552,2,1,"Ridsdale, Miss. Lucy"
553,2,0,"Rogers, Mr. Reginald Harry"
554,2,1,"Rugg, Miss. Emily"
555,2,0,"Schmidt, Mr. August"
556,2,0,"Sedgwick, Mr. Charles Frederick Waddington"
557,2,0,"Sharp, Mr. Percival James R"
558,2,1,"Shelley, Mrs. William (Imanita Parrish Hall)"
559,2,1,"Silven, Miss. Lyyli Karoliina"
560,2,1,"Sincock, Miss. Maude"
561,2,1,"Sinkkonen, Miss. Anna"
562,2,0,"Sjostedt, Mr. Ernst Adolf"
563,2,1,"Slayter, Miss. Hilda Mary"
564,2,0,"Slemen, Mr. Richard James"
565,2,1,"Smith, Miss. Marion Elsie"
566,2,0,"Sobey, Mr. Samuel James Hayden"
567,2,0,"Stanton, Mr. Samuel Ward"
568,2,0,"Stokes, Mr. Philip Joseph"
569,2,0,"Swane, Mr. George"
570,2,0,"Sweet, Mr. George Frederick"
571,2,1,"Toomey, Miss. Ellen"
572,2,0,"Troupiansky, Mr. Moses Aaron"
573,2,1,"Trout, Mrs. William H (Jessie L)"
574,2,1,"Troutt, Miss. Edwina Celia ""Winnie"""
575,2,0,"Turpin, Mr. William John Robert"
576,2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)"
577,2,0,"Veal, Mr. James"
578,2,1,"Walcroft, Miss. Nellie"
579,2,0,"Ware, Mr. John James"
580,2,0,"Ware, Mr. William Jeffery"
581,2,1,"Ware, Mrs. John James (Florence Louise Long)"
582,2,0,"Watson, Mr. Ennis Hastings"
583,2,1,"Watt, Miss. Bertha J"
584,2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)"
585,2,1,"Webber, Miss. Susan"
586,2,0,"Weisz, Mr. Leopold"
587,2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)"
588,2,1,"Wells, Master. Ralph Lester"
589,2,1,"Wells, Miss. Joan"
590,2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)"
591,2,1,"West, Miss. Barbara J"
592,2,1,"West, Miss. Constance Mirium"
593,2,0,"West, Mr. Edwy Arthur"
594,2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)"
595,2,0,"Wheadon, Mr. Edward H"
596,2,0,"Wheeler, Mr. Edwin ""Frederick"""
597,2,1,"Wilhelms, Mr. Charles"
598,2,1,"Williams, Mr. Charles Eugene"
599,2,1,"Wright, Miss. Marion"
600,2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")"
601,3,0,"Abbing, Mr. Anthony"
602,3,0,"Abbott, Master. Eugene Joseph"
603,3,0,"Abbott, Mr. Rossmore Edward"
604,3,1,"Abbott, Mrs. Stanton (Rosa Hunt)"
605,3,1,"Abelseth, Miss. Karen Marie"
606,3,1,"Abelseth, Mr. Olaus Jorgensen"
607,3,1,"Abrahamsson, Mr. Abraham August Johannes"
608,3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)"
609,3,0,"Adahl, Mr. Mauritz Nils Martin"
610,3,0,"Adams, Mr. John"
611,3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)"
612,3,1,"Aks, Master. Philip Frank"
613,3,1,"Aks, Mrs. Sam (Leah Rosen)"
614,3,1,"Albimona, Mr. Nassef Cassem"
615,3,0,"Alexander, Mr. William"
616,3,0,"Alhomaki, Mr. Ilmari Rudolf"
617,3,0,"Ali, Mr. Ahmed"
618,3,0,"Ali, Mr. William"
619,3,0,"Allen, Mr. William Henry"
620,3,0,"Allum, Mr. Owen George"
621,3,0,"Andersen, Mr. Albert Karvin"
622,3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine"
623,3,0,"Andersson, Master. Sigvard Harald Elias"
624,3,0,"Andersson, Miss. Ebba Iris Alfrida"
625,3,0,"Andersson, Miss. Ellis Anna Maria"
626,3,1,"Andersson, Miss. Erna Alexandra"
627,3,0,"Andersson, Miss. Ida Augusta Margareta"
628,3,0,"Andersson, Miss. Ingeborg Constanzia"
629,3,0,"Andersson, Miss. Sigrid Elisabeth"
630,3,0,"Andersson, Mr. Anders Johan"
631,3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")"
632,3,0,"Andersson, Mr. Johan Samuel"
633,3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)"
634,3,0,"Andreasson, Mr. Paul Edvin"
635,3,0,"Angheloff, Mr. Minko"
636,3,0,"Arnold-Franchi, Mr. Josef"
637,3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)"
638,3,0,"Aronsson, Mr. Ernst Axel Algot"
639,3,0,"Asim, Mr. Adola"
640,3,0,"Asplund, Master. Carl Edgar"
641,3,0,"Asplund, Master. Clarence Gustaf Hugo"
642,3,1,"Asplund, Master. Edvin Rojj Felix"
643,3,0,"Asplund, Master. Filip Oscar"
644,3,1,"Asplund, Miss. Lillian Gertrud"
645,3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson"
646,3,1,"Asplund, Mr. Johan Charles"
647,3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)"
648,3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")"
649,3,0,"Assaf, Mr. Gerios"
650,3,0,"Assam, Mr. Ali"
651,3,0,"Attalah, Miss. Malake"
652,3,0,"Attalah, Mr. Sleiman"
653,3,0,"Augustsson, Mr. Albert"
654,3,1,"Ayoub, Miss. Banoura"
655,3,0,"Baccos, Mr. Raffull"
656,3,0,"Backstrom, Mr. Karl Alfred"
657,3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)"
658,3,1,"Baclini, Miss. Eugenie"
659,3,1,"Baclini, Miss. Helene Barbara"
660,3,1,"Baclini, Miss. Marie Catherine"
661,3,1,"Baclini, Mrs. Solomon (Latifa Qurban)"
662,3,1,"Badman, Miss. Emily Louisa"
663,3,0,"Badt, Mr. Mohamed"
664,3,0,"Balkic, Mr. Cerin"
665,3,1,"Barah, Mr. Hanna Assi"
666,3,0,"Barbara, Miss. Saiide"
667,3,0,"Barbara, Mrs. (Catherine David)"
668,3,0,"Barry, Miss. Julia"
669,3,0,"Barton, Mr. David John"
670,3,0,"Beavan, Mr. William Thomas"
671,3,0,"Bengtsson, Mr. John Viktor"
672,3,0,"Berglund, Mr. Karl Ivar Sven"
673,3,0,"Betros, Master. Seman"
674,3,0,"Betros, Mr. Tannous"
675,3,1,"Bing, Mr. Lee"
676,3,0,"Birkeland, Mr. Hans Martin Monsen"
677,3,0,"Bjorklund, Mr. Ernst Herbert"
678,3,0,"Bostandyeff, Mr. Guentcho"
679,3,0,"Boulos, Master. Akar"
680,3,0,"Boulos, Miss. Nourelain"
681,3,0,"Boulos, Mr. Hanna"
682,3,0,"Boulos, Mrs. Joseph (Sultana)"
683,3,0,"Bourke, Miss. Mary"
684,3,0,"Bourke, Mr. John"
685,3,0,"Bourke, Mrs. John (Catherine)"
686,3,0,"Bowen, Mr. David John ""Dai"""
687,3,1,"Bradley, Miss. Bridget Delia"
688,3,0,"Braf, Miss. Elin Ester Maria"
689,3,0,"Braund, Mr. Lewis Richard"
690,3,0,"Braund, Mr. Owen Harris"
691,3,0,"Brobeck, Mr. Karl Rudolf"
692,3,0,"Brocklebank, Mr. William Alfred"
693,3,0,"Buckley, Miss. Katherine"
694,3,1,"Buckley, Mr. Daniel"
695,3,0,"Burke, Mr. Jeremiah"
696,3,0,"Burns, Miss. Mary Delia"
697,3,0,"Cacic, Miss. Manda"
698,3,0,"Cacic, Miss. Marija"
699,3,0,"Cacic, Mr. Jego Grga"
700,3,0,"Cacic, Mr. Luka"
701,3,0,"Calic, Mr. Jovo"
702,3,0,"Calic, Mr. Petar"
703,3,0,"Canavan, Miss. Mary"
704,3,0,"Canavan, Mr. Patrick"
705,3,0,"Cann, Mr. Ernest Charles"
706,3,0,"Caram, Mr. Joseph"
707,3,0,"Caram, Mrs. Joseph (Maria Elias)"
708,3,0,"Carlsson, Mr. August Sigfrid"
709,3,0,"Carlsson, Mr. Carl Robert"
710,3,1,"Carr, Miss. Helen ""Ellen"""
711,3,0,"Carr, Miss. Jeannie"
712,3,0,"Carver, Mr. Alfred John"
713,3,0,"Celotti, Mr. Francesco"
714,3,0,"Charters, Mr. David"
715,3,1,"Chip, Mr. Chang"
716,3,0,"Christmann, Mr. Emil"
717,3,0,"Chronopoulos, Mr. Apostolos"
718,3,0,"Chronopoulos, Mr. Demetrios"
719,3,0,"Coelho, Mr. Domingos Fernandeo"
720,3,1,"Cohen, Mr. Gurshon ""Gus"""
721,3,0,"Colbert, Mr. Patrick"
722,3,0,"Coleff, Mr. Peju"
723,3,0,"Coleff, Mr. Satio"
724,3,0,"Conlon, Mr. Thomas Henry"
725,3,0,"Connaghton, Mr. Michael"
726,3,1,"Connolly, Miss. Kate"
727,3,0,"Connolly, Miss. Kate"
728,3,0,"Connors, Mr. Patrick"
729,3,0,"Cook, Mr. Jacob"
730,3,0,"Cor, Mr. Bartol"
731,3,0,"Cor, Mr. Ivan"
732,3,0,"Cor, Mr. Liudevit"
733,3,0,"Corn, Mr. Harry"
734,3,1,"Coutts, Master. Eden Leslie ""Neville"""
735,3,1,"Coutts, Master. William Loch ""William"""
736,3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)"
737,3,0,"Coxon, Mr. Daniel"
738,3,0,"Crease, Mr. Ernest James"
739,3,1,"Cribb, Miss. Laura Alice"
740,3,0,"Cribb, Mr. John Hatfield"
741,3,0,"Culumovic, Mr. Jeso"
742,3,0,"Daher, Mr. Shedid"
743,3,1,"Dahl, Mr. Karl Edwart"
744,3,0,"Dahlberg, Miss. Gerda Ulrika"
745,3,0,"Dakic, Mr. Branko"
746,3,1,"Daly, Miss. Margaret Marcella ""Maggie"""
747,3,1,"Daly, Mr. Eugene Patrick"
748,3,0,"Danbom, Master. Gilbert Sigvard Emanuel"
749,3,0,"Danbom, Mr. Ernst Gilbert"
750,3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)"
751,3,0,"Danoff, Mr. Yoto"
752,3,0,"Dantcheff, Mr. Ristiu"
753,3,0,"Davies, Mr. Alfred J"
754,3,0,"Davies, Mr. Evan"
755,3,0,"Davies, Mr. John Samuel"
756,3,0,"Davies, Mr. Joseph"
757,3,0,"Davison, Mr. Thomas Henry"
758,3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)"
759,3,1,"de Messemaeker, Mr. Guillaume Joseph"
760,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)"
761,3,1,"de Mulder, Mr. Theodore"
762,3,0,"de Pelsmaeker, Mr. Alfons"
763,3,1,"Dean, Master. Bertram Vere"
764,3,1,"Dean, Miss. Elizabeth Gladys ""Millvina"""
765,3,0,"Dean, Mr. Bertram Frank"
766,3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)"
767,3,0,"Delalic, Mr. Redjo"
768,3,0,"Demetri, Mr. Marinko"
769,3,0,"Denkoff, Mr. Mitto"
770,3,0,"Dennis, Mr. Samuel"
771,3,0,"Dennis, Mr. William"
772,3,1,"Devaney, Miss. Margaret Delia"
773,3,0,"Dika, Mr. Mirko"
774,3,0,"Dimic, Mr. Jovan"
775,3,0,"Dintcheff, Mr. Valtcho"
776,3,0,"Doharr, Mr. Tannous"
777,3,0,"Dooley, Mr. Patrick"
778,3,1,"Dorking, Mr. Edward Arthur"
779,3,1,"Dowdell, Miss. Elizabeth"
780,3,0,"Doyle, Miss. Elizabeth"
781,3,1,"Drapkin, Miss. Jennie"
782,3,0,"Drazenoic, Mr. Jozef"
783,3,0,"Duane, Mr. Frank"
784,3,1,"Duquemin, Mr. Joseph"
785,3,0,"Dyker, Mr. Adolf Fredrik"
786,3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)"
787,3,0,"Edvardsson, Mr. Gustaf Hjalmar"
788,3,0,"Eklund, Mr. Hans Linus"
789,3,0,"Ekstrom, Mr. Johan"
790,3,0,"Elias, Mr. Dibo"
791,3,0,"Elias, Mr. Joseph"
792,3,0,"Elias, Mr. Joseph Jr"
793,3,0,"Elias, Mr. Tannous"
794,3,0,"Elsbury, Mr. William James"
795,3,1,"Emanuel, Miss. Virginia Ethel"
796,3,0,"Emir, Mr. Farred Chehab"
797,3,0,"Everett, Mr. Thomas James"
798,3,0,"Farrell, Mr. James"
799,3,1,"Finoli, Mr. Luigi"
800,3,0,"Fischer, Mr. Eberhard Thelander"
801,3,0,"Fleming, Miss. Honora"
802,3,0,"Flynn, Mr. James"
803,3,0,"Flynn, Mr. John"
804,3,0,"Foley, Mr. Joseph"
805,3,0,"Foley, Mr. William"
806,3,1,"Foo, Mr. Choong"
807,3,0,"Ford, Miss. Doolina Margaret ""Daisy"""
808,3,0,"Ford, Miss. Robina Maggie ""Ruby"""
809,3,0,"Ford, Mr. Arthur"
810,3,0,"Ford, Mr. Edward Watson"
811,3,0,"Ford, Mr. William Neal"
812,3,0,"Ford, Mrs. Edward (Margaret Ann Watson)"
813,3,0,"Fox, Mr. Patrick"
814,3,0,"Franklin, Mr. Charles (Charles Fardon)"
815,3,0,"Gallagher, Mr. Martin"
816,3,0,"Garfirth, Mr. John"
817,3,0,"Gheorgheff, Mr. Stanio"
818,3,0,"Gilinski, Mr. Eliezer"
819,3,1,"Gilnagh, Miss. Katherine ""Katie"""
820,3,1,"Glynn, Miss. Mary Agatha"
821,3,1,"Goldsmith, Master. Frank John William ""Frankie"""
822,3,0,"Goldsmith, Mr. Frank John"
823,3,0,"Goldsmith, Mr. Nathan"
824,3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)"
825,3,0,"Goncalves, Mr. Manuel Estanslas"
826,3,0,"Goodwin, Master. Harold Victor"
827,3,0,"Goodwin, Master. Sidney Leonard"
828,3,0,"Goodwin, Master. William Frederick"
829,3,0,"Goodwin, Miss. Jessie Allis"
830,3,0,"Goodwin, Miss. Lillian Amy"
831,3,0,"Goodwin, Mr. Charles Edward"
832,3,0,"Goodwin, Mr. Charles Frederick"
833,3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)"
834,3,0,"Green, Mr. George Henry"
835,3,0,"Gronnestad, Mr. Daniel Danielsen"
836,3,0,"Guest, Mr. Robert"
837,3,0,"Gustafsson, Mr. Alfred Ossian"
838,3,0,"Gustafsson, Mr. Anders Vilhelm"
839,3,0,"Gustafsson, Mr. Johan Birger"
840,3,0,"Gustafsson, Mr. Karl Gideon"
841,3,0,"Haas, Miss. Aloisia"
842,3,0,"Hagardon, Miss. Kate"
843,3,0,"Hagland, Mr. Ingvald Olai Olsen"
844,3,0,"Hagland, Mr. Konrad Mathias Reiersen"
845,3,0,"Hakkarainen, Mr. Pekka Pietari"
846,3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)"
847,3,0,"Hampe, Mr. Leon"
848,3,0,"Hanna, Mr. Mansour"
849,3,0,"Hansen, Mr. Claus Peter"
850,3,0,"Hansen, Mr. Henrik Juul"
851,3,0,"Hansen, Mr. Henry Damsgaard"
852,3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)"
853,3,0,"Harknett, Miss. Alice Phoebe"
854,3,0,"Harmer, Mr. Abraham (David Lishin)"
855,3,0,"Hart, Mr. Henry"
856,3,0,"Hassan, Mr. Houssein G N"
857,3,1,"Healy, Miss. Hanora ""Nora"""
858,3,1,"Hedman, Mr. Oskar Arvid"
859,3,1,"Hee, Mr. Ling"
860,3,0,"Hegarty, Miss. Hanora ""Nora"""
861,3,1,"Heikkinen, Miss. Laina"
862,3,0,"Heininen, Miss. Wendla Maria"
863,3,1,"Hellstrom, Miss. Hilda Maria"
864,3,0,"Hendekovic, Mr. Ignjac"
865,3,0,"Henriksson, Miss. Jenny Lovisa"
866,3,0,"Henry, Miss. Delia"
867,3,1,"Hirvonen, Miss. Hildur E"
868,3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)"
869,3,0,"Holm, Mr. John Fredrik Alexander"
870,3,0,"Holthen, Mr. Johan Martin"
871,3,1,"Honkanen, Miss. Eliina"
872,3,0,"Horgan, Mr. John"
873,3,1,"Howard, Miss. May Elizabeth"
874,3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen"
875,3,1,"Hyman, Mr. Abraham"
876,3,0,"Ibrahim Shawah, Mr. Yousseff"
877,3,0,"Ilieff, Mr. Ylio"
878,3,0,"Ilmakangas, Miss. Ida Livija"
879,3,0,"Ilmakangas, Miss. Pieta Sofia"
880,3,0,"Ivanoff, Mr. Kanio"
881,3,1,"Jalsevac, Mr. Ivan"
882,3,1,"Jansson, Mr. Carl Olof"
883,3,0,"Jardin, Mr. Jose Neto"
884,3,0,"Jensen, Mr. Hans Peder"
885,3,0,"Jensen, Mr. Niels Peder"
886,3,0,"Jensen, Mr. Svend Lauritz"
887,3,1,"Jermyn, Miss. Annie"
888,3,1,"Johannesen-Bratthammer, Mr. Bernt"
889,3,0,"Johanson, Mr. Jakob Alfred"
890,3,1,"Johansson Palmquist, Mr. Oskar Leander"
891,3,0,"Johansson, Mr. Erik"
892,3,0,"Johansson, Mr. Gustaf Joel"
893,3,0,"Johansson, Mr. Karl Johan"
894,3,0,"Johansson, Mr. Nils"
895,3,1,"Johnson, Master. Harold Theodor"
896,3,1,"Johnson, Miss. Eleanor Ileen"
897,3,0,"Johnson, Mr. Alfred"
898,3,0,"Johnson, Mr. Malkolm Joackim"
899,3,0,"Johnson, Mr. William Cahoone Jr"
900,3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)"
901,3,0,"Johnston, Master. William Arthur ""Willie"""
902,3,0,"Johnston, Miss. Catherine Helen ""Carrie"""
903,3,0,"Johnston, Mr. Andrew G"
904,3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)"
905,3,0,"Jonkoff, Mr. Lalio"
906,3,1,"Jonsson, Mr. Carl"
907,3,0,"Jonsson, Mr. Nils Hilding"
908,3,0,"Jussila, Miss. Katriina"
909,3,0,"Jussila, Miss. Mari Aina"
910,3,1,"Jussila, Mr. Eiriik"
911,3,0,"Kallio, Mr. Nikolai Erland"
912,3,0,"Kalvik, Mr. Johannes Halvorsen"
913,3,0,"Karaic, Mr. Milan"
914,3,1,"Karlsson, Mr. Einar Gervasius"
915,3,0,"Karlsson, Mr. Julius Konrad Eugen"
916,3,0,"Karlsson, Mr. Nils August"
917,3,1,"Karun, Miss. Manca"
918,3,1,"Karun, Mr. Franz"
919,3,0,"Kassem, Mr. Fared"
920,3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")"
921,3,0,"Keane, Mr. Andrew ""Andy"""
922,3,0,"Keefe, Mr. Arthur"
923,3,1,"Kelly, Miss. Anna Katherine ""Annie Kate"""
924,3,1,"Kelly, Miss. Mary"
925,3,0,"Kelly, Mr. James"
926,3,0,"Kelly, Mr. James"
927,3,1,"Kennedy, Mr. John"
928,3,0,"Khalil, Mr. Betros"
929,3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)"
930,3,0,"Kiernan, Mr. John"
931,3,0,"Kiernan, Mr. Philip"
932,3,0,"Kilgannon, Mr. Thomas J"
933,3,0,"Kink, Miss. Maria"
934,3,0,"Kink, Mr. Vincenz"
935,3,1,"Kink-Heilmann, Miss. Luise Gretchen"
936,3,1,"Kink-Heilmann, Mr. Anton"
937,3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)"
938,3,0,"Klasen, Miss. Gertrud Emilia"
939,3,0,"Klasen, Mr. Klas Albin"
940,3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)"
941,3,0,"Kraeff, Mr. Theodor"
942,3,1,"Krekorian, Mr. Neshan"
943,3,0,"Lahoud, Mr. Sarkis"
944,3,0,"Laitinen, Miss. Kristina Sofia"
945,3,0,"Laleff, Mr. Kristo"
946,3,1,"Lam, Mr. Ali"
947,3,0,"Lam, Mr. Len"
948,3,1,"Landergren, Miss. Aurora Adelia"
949,3,0,"Lane, Mr. Patrick"
950,3,1,"Lang, Mr. Fang"
951,3,0,"Larsson, Mr. August Viktor"
952,3,0,"Larsson, Mr. Bengt Edvin"
953,3,0,"Larsson-Rondberg, Mr. Edvard A"
954,3,1,"Leeni, Mr. Fahim (""Philip Zenni"")"
955,3,0,"Lefebre, Master. Henry Forbes"
956,3,0,"Lefebre, Miss. Ida"
957,3,0,"Lefebre, Miss. Jeannie"
958,3,0,"Lefebre, Miss. Mathilde"
959,3,0,"Lefebre, Mrs. Frank (Frances)"
960,3,0,"Leinonen, Mr. Antti Gustaf"
961,3,0,"Lemberopolous, Mr. Peter L"
962,3,0,"Lennon, Miss. Mary"
963,3,0,"Lennon, Mr. Denis"
964,3,0,"Leonard, Mr. Lionel"
965,3,0,"Lester, Mr. James"
966,3,0,"Lievens, Mr. Rene Aime"
967,3,0,"Lindahl, Miss. Agda Thorilda Viktoria"
968,3,0,"Lindblom, Miss. Augusta Charlotta"
969,3,0,"Lindell, Mr. Edvard Bengtsson"
970,3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)"
971,3,1,"Lindqvist, Mr. Eino William"
972,3,0,"Linehan, Mr. Michael"
973,3,0,"Ling, Mr. Lee"
974,3,0,"Lithman, Mr. Simon"
975,3,0,"Lobb, Mr. William Arthur"
976,3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)"
977,3,0,"Lockyer, Mr. Edward"
978,3,0,"Lovell, Mr. John Hall (""Henry"")"
979,3,1,"Lulic, Mr. Nikola"
980,3,0,"Lundahl, Mr. Johan Svensson"
981,3,1,"Lundin, Miss. Olga Elida"
982,3,1,"Lundstrom, Mr. Thure Edvin"
983,3,0,"Lyntakoff, Mr. Stanko"
984,3,0,"MacKay, Mr. George William"
985,3,1,"Madigan, Miss. Margaret ""Maggie"""
986,3,1,"Madsen, Mr. Fridtjof Arne"
987,3,0,"Maenpaa, Mr. Matti Alexanteri"
988,3,0,"Mahon, Miss. Bridget Delia"
989,3,0,"Mahon, Mr. John"
990,3,0,"Maisner, Mr. Simon"
991,3,0,"Makinen, Mr. Kalle Edvard"
992,3,1,"Mamee, Mr. Hanna"
993,3,0,"Mangan, Miss. Mary"
994,3,1,"Mannion, Miss. Margareth"
995,3,0,"Mardirosian, Mr. Sarkis"
996,3,0,"Markoff, Mr. Marin"
997,3,0,"Markun, Mr. Johann"
998,3,1,"Masselmani, Mrs. Fatima"
999,3,0,"Matinoff, Mr. Nicola"
1000,3,1,"McCarthy, Miss. Catherine ""Katie"""
1001,3,1,"McCormack, Mr. Thomas Joseph"
1002,3,1,"McCoy, Miss. Agnes"
1003,3,1,"McCoy, Miss. Alicia"
1004,3,1,"McCoy, Mr. Bernard"
1005,3,1,"McDermott, Miss. Brigdet Delia"
1006,3,0,"McEvoy, Mr. Michael"
1007,3,1,"McGovern, Miss. Mary"
1008,3,1,"McGowan, Miss. Anna ""Annie"""
1009,3,0,"McGowan, Miss. Katherine"
1010,3,0,"McMahon, Mr. Martin"
1011,3,0,"McNamee, Mr. Neal"
1012,3,0,"McNamee, Mrs. Neal (Eileen O'Leary)"
1013,3,0,"McNeill, Miss. Bridget"
1014,3,0,"Meanwell, Miss. (Marion Ogden)"
1015,3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)"
1016,3,0,"Meo, Mr. Alfonzo"
1017,3,0,"Mernagh, Mr. Robert"
1018,3,1,"Midtsjo, Mr. Karl Albert"
1019,3,0,"Miles, Mr. Frank"
1020,3,0,"Mineff, Mr. Ivan"
1021,3,0,"Minkoff, Mr. Lazar"
1022,3,0,"Mionoff, Mr. Stoytcho"
1023,3,0,"Mitkoff, Mr. Mito"
1024,3,1,"Mockler, Miss. Helen Mary ""Ellie"""
1025,3,0,"Moen, Mr. Sigurd Hansen"
1026,3,1,"Moor, Master. Meier"
1027,3,1,"Moor, Mrs. (Beila)"
1028,3,0,"Moore, Mr. Leonard Charles"
1029,3,1,"Moran, Miss. Bertha"
1030,3,0,"Moran, Mr. Daniel J"
1031,3,0,"Moran, Mr. James"
1032,3,0,"Morley, Mr. William"
1033,3,0,"Morrow, Mr. Thomas Rowan"
1034,3,1,"Moss, Mr. Albert Johan"
1035,3,1,"Moubarek, Master. Gerios"
1036,3,1,"Moubarek, Master. Halim Gonios (""William George"")"
1037,3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)"
1038,3,1,"Moussa, Mrs. (Mantoura Boulos)"
1039,3,0,"Moutal, Mr. Rahamin Haim"
1040,3,1,"Mullens, Miss. Katherine ""Katie"""
1041,3,1,"Mulvihill, Miss. Bertha E"
1042,3,0,"Murdlin, Mr. Joseph"
1043,3,1,"Murphy, Miss. Katherine ""Kate"""
1044,3,1,"Murphy, Miss. Margaret Jane"
1045,3,1,"Murphy, Miss. Nora"
1046,3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm"
1047,3,0,"Naidenoff, Mr. Penko"
1048,3,1,"Najib, Miss. Adele Kiamie ""Jane"""
1049,3,1,"Nakid, Miss. Maria (""Mary"")"
1050,3,1,"Nakid, Mr. Sahid"
1051,3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)"
1052,3,0,"Nancarrow, Mr. William Henry"
1053,3,0,"Nankoff, Mr. Minko"
1054,3,0,"Nasr, Mr. Mustafa"
1055,3,0,"Naughton, Miss. Hannah"
1056,3,0,"Nenkoff, Mr. Christo"
1057,3,1,"Nicola-Yarred, Master. Elias"
1058,3,1,"Nicola-Yarred, Miss. Jamila"
1059,3,0,"Nieminen, Miss. Manta Josefina"
1060,3,0,"Niklasson, Mr. Samuel"
1061,3,1,"Nilsson, Miss. Berta Olivia"
1062,3,1,"Nilsson, Miss. Helmina Josefina"
1063,3,0,"Nilsson, Mr. August Ferdinand"
1064,3,0,"Nirva, Mr. Iisakki Antino Aijo"
1065,3,1,"Niskanen, Mr. Juha"
1066,3,0,"Nosworthy, Mr. Richard Cater"
1067,3,0,"Novel, Mr. Mansouer"
1068,3,1,"Nysten, Miss. Anna Sofia"
1069,3,0,"Nysveen, Mr. Johan Hansen"
1070,3,0,"O'Brien, Mr. Thomas"
